name,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,record_type,member_level,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,subjects_offered,closed,unaccredited,overall_score
University of Arkansas,27.4,30.5,62.6,67.3,36.2,public,0,United States,"25,318",18.6,4%,55:45:00,"Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Veterinary Science,Physics & Astronomy,Civil Engineering,Business & Management,General Engineering,Medicine & Dentistry,Other Health,Education,Agriculture & Forestry,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Accounting & Finance,Psychology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sport Science,Geography,Sociology,Architecture,Archaeology,Communication & Media Studies,Chemical Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Law,Biological Sciences",FALSE,FALSE,37.0–41.8
University of Aveiro,27.1,30.2,57.3,48.1,48.6,master_account,0,Portugal,"13,563",16.3,11%,54:46:00,"Electrical & Electronic Engineering,Sociology,General Engineering,Business & Management,Mathematics & Statistics,Physics & Astronomy,Psychology,Chemical Engineering,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Civil Engineering,Education,Other Health,Economics & Econometrics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Art, Performing Arts & Design,Languages, Literature & Linguistics",FALSE,FALSE,37.0–41.8
Babol University of Medical Sciences,41.7,12,70.5,18,21,master_account,0,Iran,"4,135",11.7,0%,57:43:00,"Biological Sciences,Other Health,Medicine & Dentistry",FALSE,FALSE,37.0–41.8
Banaras Hindu University,47.2,16.4,66.4,26.8,25,master_account,0,India,"12,620",8,3%,43:57:00,"Other Health,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Chemistry,Medicine & Dentistry,Law,Biological Sciences,Sociology,Archaeology,Communication & Media Studies,Business & Management,Languages, Literature & Linguistics,Physics & Astronomy,Accounting & Finance,Veterinary Science,Education,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Geography,History, Philosophy & Theology,Mathematics & Statistics,Psychology",FALSE,FALSE,37.0–41.8
University of Bari Aldo Moro,19.8,21.8,78.3,57.8,37.5,master_account,0,Italy,"30,486",20,2%,62:38:00,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Psychology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Archaeology,Chemistry,Economics & Econometrics,Agriculture & Forestry,Law,Computer Science,Communication & Media Studies,Biological Sciences,Sociology,Veterinary Science,Education",FALSE,FALSE,37.0–41.8
University of the Basque Country,27,23.9,65.8,65.5,46.2,master_account,0,Spain,"38,301",13.8,5%,55:45:00,"Business & Management,Other Health,Computer Science,Archaeology,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Geography,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Physics & Astronomy,Art, Performing Arts & Design,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Biological Sciences,Education,Communication & Media Studies,Chemical Engineering,Law,Sociology,General Engineering,Architecture,Sport Science,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Chemistry",FALSE,FALSE,37.0–41.8
Baylor University,39.2,19.7,61.3,54.8,38.6,private,0,United States,"20,859",19,6%,61:39:00,"History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Biological Sciences,Business & Management,General Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemistry,Education,Agriculture & Forestry,Sport Science,Law,Computer Science,Mathematics & Statistics,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Psychology",FALSE,FALSE,37.0–41.8
University of Beira Interior,20.1,22.2,65.4,36.7,52.3,master_account,0,Portugal,"8,248",17.4,18%,52:48:00,"Art, Performing Arts & Design,Mathematics & Statistics,Physics & Astronomy,Computer Science,Sport Science,Civil Engineering,Other Health,Politics & International Studies (incl Development Studies),Education,Medicine & Dentistry,History, Philosophy & Theology,Architecture,Economics & Econometrics,General Engineering,Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Business & Management,Accounting & Finance,Psychology",FALSE,FALSE,37.0–41.8
Bharathiar University,36.7,32.6,48,34.6,31.1,master_account,0,India,"3,887",18.2,0%,62:38:00,"Languages, Literature & Linguistics,Sociology,Veterinary Science,Accounting & Finance,Mathematics & Statistics,Computer Science,Psychology,History, Philosophy & Theology,Physics & Astronomy,Education,Biological Sciences,Business & Management,Sport Science,Economics & Econometrics,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Chemistry",FALSE,FALSE,37.0–41.8
Bilkent University,27.8,26,48.8,91.4,70,master_account,0,Turkey,"9,109",14.8,8%,46:54:00,"Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Education,History, Philosophy & Theology,Electrical & Electronic Engineering,Computer Science,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Mechanical & Aerospace Engineering,Archaeology,Psychology,Mathematics & Statistics,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Law",FALSE,FALSE,37.0–41.8
Birmingham City University,17.3,11.8,77.8,23.2,81.9,master_account,0,United Kingdom,"24,575",17.2,26%,63:37:00,"Civil Engineering,Accounting & Finance,Languages, Literature & Linguistics,Sport Science,Other Health,Psychology,Economics & Econometrics,Education,Biological Sciences,Communication & Media Studies,Sociology,Art, Performing Arts & Design,Computer Science,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Business & Management,Architecture,Law",FALSE,FALSE,37.0–41.8
Boğaziçi University,26.1,26.6,57.4,59.6,50.6,master_account,0,Turkey,"12,877",23.5,2%,45:55:00,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Sociology,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Biological Sciences,Law,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Chemistry,Accounting & Finance,Physics & Astronomy,Education",FALSE,FALSE,37.0–41.8
University of Campania Luigi Vanvitelli,25.6,9.6,79,47.7,31.6,master_account,0,Italy,"28,065",28.9,2%,45:55:00,"Biological Sciences,Sociology,Politics & International Studies (incl Development Studies),General Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Physics & Astronomy,Architecture,Psychology,Law,Mathematics & Statistics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Other Health",FALSE,FALSE,37.0–41.8
Cankaya University,14,15.4,83.4,17,51,master_account,0,Turkey,"6,685",24,1%,44:56:00,"Electrical & Electronic Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Law,Architecture,Mathematics & Statistics,Civil Engineering,Accounting & Finance,Communication & Media Studies,Mechanical & Aerospace Engineering,Psychology,Business & Management,General Engineering",FALSE,FALSE,37.0–41.8
University of Cape Coast,16.5,23.8,71,44.6,46.9,master_account,11,Ghana,"32,167",38.6,0%,33 : 67,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Education,Art, Performing Arts & Design,Sport Science,Sociology,Agriculture & Forestry,Psychology,General Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Law,Other Health,Chemistry,Business & Management,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,Medicine & Dentistry,Communication & Media Studies,Mathematics & Statistics,Geography",FALSE,FALSE,37.0–41.8
Capital Medical University,35.9,20.9,65.8,46,26.4,master_account,0,China,"15,347",4.9,5%,64:36:00,"Other Health,Biological Sciences,Medicine & Dentistry,Psychology",FALSE,FALSE,37.0–41.8
Capital University of Science and Technology,13.4,16.1,82,22.2,46.6,master_account,0,Pakistan,"6,237",28,0%,36 : 64,"Accounting & Finance,Psychology,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Computer Science,Other Health,Civil Engineering",FALSE,FALSE,37.0–41.8
The Catholic University of America,44.4,20,45.6,68.7,51.7,private,0,United States,"3,930",11.2,6%,55:45:00,"History, Philosophy & Theology,Electrical & Electronic Engineering,Sociology,General Engineering,Politics & International Studies (incl Development Studies),Other Health,Civil Engineering,Education,Physics & Astronomy,Business & Management,Architecture,Mechanical & Aerospace Engineering,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics,Computer Science,Mathematics & Statistics,Archaeology,Languages, Literature & Linguistics,Communication & Media Studies,Psychology,Chemistry,Accounting & Finance",FALSE,FALSE,37.0–41.8
The Catholic University of Korea,30.7,38.7,42.9,89.9,36.2,master_account,6,South Korea,"7,389",17.9,7%,57:43:00,"Chemical Engineering,Sociology,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Computer Science,Communication & Media Studies,Art, Performing Arts & Design,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Biological Sciences,Education,Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Sport Science,Psychology,Languages, Literature & Linguistics,Business & Management,Other Health,Law",FALSE,FALSE,37.0–41.8
Chang Gung University,26.5,34.6,47.2,95.5,28.5,master_account,11,Taiwan,"7,017",12.3,5%,49:51:00,"Physics & Astronomy,Art, Performing Arts & Design,Business & Management,Chemistry,General Engineering,Economics & Econometrics,Mechanical & Aerospace Engineering,Computer Science,Electrical & Electronic Engineering,Accounting & Finance,Biological Sciences,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Other Health",FALSE,FALSE,37.0–41.8
Chulalongkorn University,36.7,32.2,50.2,76.6,44.1,master_account,6,Thailand,"34,552",12.7,3%,56:44:00,"History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Archaeology,Physics & Astronomy,Biological Sciences,Electrical & Electronic Engineering,Sociology,Computer Science,Veterinary Science,Psychology,Languages, Literature & Linguistics,Chemical Engineering,General Engineering,Chemistry,Law,Accounting & Finance,Mechanical & Aerospace Engineering,Civil Engineering,Art, Performing Arts & Design,Education,Agriculture & Forestry,Business & Management,Architecture,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Sport Science,Other Health,Geography",FALSE,FALSE,37.0–41.8
Clark University,26.6,20.8,66.8,54,70.5,private,0,United States,"3,217",12.2,27%,59:41:00,"Physics & Astronomy,Education,History, Philosophy & Theology,Psychology,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Sociology,Languages, Literature & Linguistics,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Communication & Media Studies",FALSE,FALSE,37.0–41.8
COMSATS University Islamabad,17.9,16.6,88.2,30.5,50,master_account,0,Pakistan,"34,323",16,1%,42:58:00,"Physics & Astronomy,Chemistry,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Architecture,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Psychology,General Engineering,Chemical Engineering,Biological Sciences,Business & Management,Other Health,Communication & Media Studies,Geography",FALSE,FALSE,37.0–41.8
University of Córdoba,27,19.9,62.6,41.9,52.3,master_account,0,Spain,"17,070",12.9,11%,57:43:00,"Other Health,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Sociology,Psychology,Medicine & Dentistry,Agriculture & Forestry,Geography,Chemistry,Civil Engineering,Sport Science,History, Philosophy & Theology,Business & Management,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,Archaeology,Education,Politics & International Studies (incl Development Studies),Communication & Media Studies,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Languages, Literature & Linguistics,Veterinary Science,Law,Art, Performing Arts & Design,Economics & Econometrics",FALSE,FALSE,37.0–41.8
